func_name,degree,deltaC,gap,R2_train,R2_test
linear,13,1101686.1444179134,0.009849375112637837,0.9771832237149224,0.9673338486022846
linear,14,-317393.16717788624,0.013600202851971055,0.9777012815938316,0.9641010787418606
linear,15,51331471.04482408,0.012502437487609153,0.97802898380519,0.9655265463175808
linear,1,0.007701829397715798,-0.007866638189825359,0.9708193767811926,0.9786860149710179
linear,2,0.006930907705601896,-0.007980328721392538,0.9712034923711955,0.9791838210925881
linear,3,0.007199780941214762,-0.007878171495969588,0.9713798205547798,0.9792579920507494
linear,4,0.06827783004663335,-0.008087790882381984,0.9714049926041114,0.9794927834864934
linear,5,0.16504566400100096,-0.007600219068485181,0.9715178874020238,0.979118106470509
linear,6,1.4227092303635427,-0.00616067092900674,0.9718035838316073,0.977964254760614
linear,7,0.24654140649502132,-0.005951141284851413,0.9718827147112583,0.9778338559961097
linear,8,66.49617641102918,-0.005947480784483816,0.9719022557232999,0.9778497365077837
linear,9,605.2702674686755,-0.004940443824215768,0.9720282086364951,0.9769686524607109
linear,10,572.2054420539275,-0.005369397667953635,0.9730980347878877,0.9784674324558413
linear,11,3029.88426324352,-0.005093514923614317,0.9731393089577081,0.9782328238813224
linear,12,90016.27674577633,-0.004225014615596545,0.9732862649984696,0.9775112796140661
linear,13,220068.9247147959,-0.004040434539998472,0.9733277613456052,0.9773681958856036
linear,14,4368253.668438594,-0.002617752526915318,0.9735597769622781,0.9761775294891935
linear,15,13139307.089410067,-0.0031048778500153418,0.9736645007807548,0.9767693786307702
linear,1,0.007342837688537163,0.0025883085527141914,0.9665971427499465,0.9640088341972323
linear,2,0.005568661078083181,0.002818154046605126,0.9666072899688344,0.9637891359222293
linear,3,0.011901655428262714,0.0022778135756610363,0.967765759507523,0.9654879459318619
linear,4,0.05052441091772675,0.003492874352882702,0.9679758515358192,0.9644829771829365
linear,5,0.3800248786159628,0.0034937920377330345,0.9683184107157057,0.9648246186779726
linear,6,3.7428322879398657,0.004346542174530343,0.9684885257134201,0.9641419835388898
linear,7,15.675626107764971,0.004736716110177452,0.9685093189449996,0.9637726028348221
linear,8,15.592319529679177,0.005004270849571668,0.9685609929915266,0.963556722141955
linear,9,-215.98745994596953,0.007220038875443535,0.9700031730121321,0.9627831341366886
linear,10,6857.969899929202,0.007116083171095022,0.9700043152100897,0.9628882320389947
